text,label
Your Chase Bank payment of $129.0 could not be processed. Update your billing information immediately at http://verify-now-security.com to avoid service interruption.,1
Congrats on the promotion! Let's grab coffee on Friday to celebrate.,0
Your monthly statement from Chase Bank is now available in your account. Let us know if you have any questions.,0
You have a pending wire transfer of $250.0. Click http://account-update-now.net and confirm your account number and routing number to release funds.,1
Your monthly statement from PayPal is now available in your account. Let us know if you have any questions.,0
"Hi team, just a reminder that our onboarding meeting is scheduled for next week at 9:00 AM. Let me know if you have any conflicts.",0
"The weather looks great this weekend, want to join us for quarterly review on Tuesday?",0
IRS Tax Refund Notification: You are eligible for a refund of $75.5. Submit your details at http://bit.ly/3xJ9kLm to receive your refund.,1
Thanks for reaching out. I'll follow up with the quarterly review team and get back to you by Wednesday.,0
Thanks for reaching out. I'll follow up with the engineering standup team and get back to you by Friday.,0
Your PayPal order #71981 has shipped and is expected to arrive by next week. You can track it from your account dashboard.,0
"Dear customer, your Amazon account has been suspended. Verify your identity immediately at http://secure-verify-account.com/login or lose access permanently.",1
Your Bank of America payment of $49.99 could not be processed. Update your billing information immediately at http://192.168.1.55/login.php to avoid service interruption.,1
"Hi, quick question about the quarterly review slides you shared. Can we hop on a call Tuesday?",0
Final Notice: Your LinkedIn subscription will be cancelled today unless you re-enter your payment details at http://account-update-now.net.,1
Reminder: your PayPal subscription renews on Tuesday. No action is needed if you'd like to continue your current plan.,0
Your monthly statement from Facebook is now available in your account. Let us know if you have any questions.,0
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $75.5 at http://secure-verify-account.com/login within 48 hours.,1
Final Notice: Your Chase Bank subscription will be cancelled today unless you re-enter your payment details at http://192.168.1.55/login.php.,1
Your Amazon password will expire today. Click http://bit.ly/3xJ9kLm immediately to reset it using your current login credentials.,1
We detected suspicious activity on your PayPal account. Verify your password at http://secure-verify-account.com/login now or your account will be permanently deleted.,1
Security Alert: We noticed a login attempt from a new device on your Facebook account. Confirm it was you at http://bit.ly/3xJ9kLm within 24 hours.,1
Action Required: HR document 11641 requires your signature. Login at http://bit.ly/3xJ9kLm with your company credentials to review.,1
Your Facebook payment of $129.0 could not be processed. Update your billing information immediately at http://verify-now-security.com to avoid service interruption.,1
"Hi everyone, the office will be closed on Wednesday for the holiday. Please plan your workload accordingly.",0
"Hi, attaching the notes from today's budget discussion. Let me know if I missed anything important.",0
We detected suspicious activity on your Dropbox account. Verify your password at http://bit.ly/3xJ9kLm now or your account will be permanently deleted.,1
"Dear customer, your LinkedIn account has been suspended. Verify your identity immediately at http://bit.ly/3xJ9kLm or lose access permanently.",1
Your Microsoft 365 order #16473 has shipped and is expected to arrive by Wednesday. You can track it from your account dashboard.,0
"Hi everyone, the office will be closed on Tuesday for the holiday. Please plan your workload accordingly.",0
"Hi, attaching the notes from today's budget discussion. Let me know if I missed anything important.",0
Your monthly statement from PayPal is now available in your account. Let us know if you have any questions.,0
Your Chase Bank order #93691 has shipped and is expected to arrive by next week. You can track it from your account dashboard.,0
Security Alert: We noticed a login attempt from a new device on your PayPal account. Confirm it was you at http://192.168.1.55/login.php within 24 hours.,1
"Hi team, just a reminder that our engineering standup meeting is scheduled for Thursday at 10:00 AM. Let me know if you have any conflicts.",0
You have a pending wire transfer of $250.0. Click http://secure-verify-account.com/login and confirm your account number and routing number to release funds.,1
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Monday.",0
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $129.0 at http://secure-verify-account.com/login within 48 hours.,1
"Hi, attaching the notes from today's budget discussion. Let me know if I missed anything important.",0
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Friday.",0
Action Required: HR document 87127 requires your signature. Login at http://account-update-now.net with your company credentials to review.,1
"Dear user, your invoice #70588 for $75.5 is overdue. Click http://account-update-now.net to make payment immediately and avoid legal action.",1
Thanks for reaching out. I'll follow up with the budget team and get back to you by Friday.,0
"Dear user, your invoice #55602 for $75.5 is overdue. Click http://account-update-now.net to make payment immediately and avoid legal action.",1
IRS Tax Refund Notification: You are eligible for a refund of $999.99. Submit your details at http://192.168.1.55/login.php to receive your refund.,1
Your monthly statement from Microsoft 365 is now available in your account. Let us know if you have any questions.,0
"Here is the agenda for quarterly review on Tuesday: budget review, hiring update, and open discussion.",0
Congrats on the promotion! Let's grab coffee on Friday to celebrate.,0
IRS Tax Refund Notification: You are eligible for a refund of $999.99. Submit your details at http://account-update-now.net to receive your refund.,1
"Hi, quick question about the quarterly review slides you shared. Can we hop on a call Tuesday?",0
"Dear user, your invoice #5373 for $250.0 is overdue. Click http://secure-verify-account.com/login to make payment immediately and avoid legal action.",1
Your PayPal account has been limited. Please confirm your card details at http://verify-now-security.com to restore full access.,1
Congrats on the promotion! Let's grab coffee on Wednesday to celebrate.,0
IRS Tax Refund Notification: You are eligible for a refund of $999.99. Submit your details at http://account-update-now.net to receive your refund.,1
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $129.0 at http://192.168.1.55/login.php within 48 hours.,1
Your LinkedIn password will expire today. Click http://secure-verify-account.com/login immediately to reset it using your current login credentials.,1
Reminder: your Netflix subscription renews on Tuesday. No action is needed if you'd like to continue your current plan.,0
"The weather looks great this weekend, want to join us for onboarding on Friday?",0
You have a pending wire transfer of $49.99. Click http://bit.ly/3xJ9kLm and confirm your account number and routing number to release funds.,1
Your Dropbox order #8780 has shipped and is expected to arrive by Wednesday. You can track it from your account dashboard.,0
Final Notice: Your Facebook subscription will be cancelled today unless you re-enter your payment details at http://secure-verify-account.com/login.,1
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Friday.",0
Your Facebook account has been limited. Please confirm your card details at http://bit.ly/3xJ9kLm to restore full access.,1
Your PayPal order #5244 has shipped and is expected to arrive by Friday. You can track it from your account dashboard.,0
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $1500.0 at http://account-update-now.net within 48 hours.,1
Action Required: HR document 67497 requires your signature. Login at http://192.168.1.55/login.php with your company credentials to review.,1
"Hi, quick question about the onboarding slides you shared. Can we hop on a call Thursday?",0
"Here is the agenda for engineering standup on next week: budget review, hiring update, and open discussion.",0
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Tuesday.",0
Thanks for reaching out. I'll follow up with the onboarding team and get back to you by next week.,0
"Hi everyone, the office will be closed on Wednesday for the holiday. Please plan your workload accordingly.",0
You have a pending wire transfer of $49.99. Click http://192.168.1.55/login.php and confirm your account number and routing number to release funds.,1
Reminder: your Amazon subscription renews on Thursday. No action is needed if you'd like to continue your current plan.,0
Your recent Netflix purchase receipt is attached for your records. Thank you for shopping with us.,0
Congratulations! You have won a PlayStation 5 from Facebook. Claim your prize now by clicking http://verify-now-security.com and entering your bank details.,1
Security Alert: We noticed a login attempt from a new device on your Dropbox account. Confirm it was you at http://account-update-now.net within 24 hours.,1
"Dear customer, your Bank of America account has been suspended. Verify your identity immediately at http://verify-now-security.com or lose access permanently.",1
Security Alert: We noticed a login attempt from a new device on your Dropbox account. Confirm it was you at http://bit.ly/3xJ9kLm within 24 hours.,1
IRS Tax Refund Notification: You are eligible for a refund of $250.0. Submit your details at http://192.168.1.55/login.php to receive your refund.,1
Your Chase Bank password will expire today. Click http://secure-verify-account.com/login immediately to reset it using your current login credentials.,1
Your recent Netflix purchase receipt is attached for your records. Thank you for shopping with us.,0
"Hi, quick question about the engineering standup slides you shared. Can we hop on a call Tuesday?",0
"Hi everyone, the office will be closed on Thursday for the holiday. Please plan your workload accordingly.",0
"Here is the agenda for onboarding on Wednesday: budget review, hiring update, and open discussion.",0
"Here is the agenda for quarterly review on Thursday: budget review, hiring update, and open discussion.",0
Your monthly statement from Facebook is now available in your account. Let us know if you have any questions.,0
Your Amazon order #36629 has shipped and is expected to arrive by next week. You can track it from your account dashboard.,0
IRS Tax Refund Notification: You are eligible for a refund of $129.0. Submit your details at http://account-update-now.net to receive your refund.,1
Your monthly statement from PayPal is now available in your account. Let us know if you have any questions.,0
